time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
32.92422,0.059316,-2.550471,-9,0,0,0
32.93607,0.059316,-2.550471,-9,0,0,0
32.94671,0.059316,-2.550471,-9,0,0,0
32.95842,0.059316,-2.550471,-9,0,0,0
32.96916,0.059316,-2.550471,-9,0,0,0
32.98003,0.059316,-2.550471,-9,0,0,0
32.99097,0.059316,-2.550471,-9,0,0,0
33.0021,0.059316,-2.550471,-9,0,0,0
33.01314,0.059316,-2.550471,-9,0,0,0
33.02515,0.059316,-2.550471,-9,0,0,0
33.03603,0.059316,-2.550471,-9,0,0,0
33.04701,0.059316,-2.550471,-9,0,0,0
33.05821,0.059316,-2.550471,-9,0,0,0
33.06893,0.059316,-2.550471,-9,0,0,0
33.08034,0.059316,-2.550471,-9,0,0,0
33.09097,0.059316,-2.550471,-9,0,0,0
33.10202,0.059316,-2.550471,-9,0,0,0
33.11288,0.059316,-2.550471,-9,0,0,0
33.12501,0.059316,-2.550471,-9,0,0,0
33.13566,0.059316,-2.550471,-9,0,0,0
33.14679,0.059316,-2.550471,-9,0,0,0
33.15754,0.059316,-2.550471,-9,0,0,0
33.16864,0.059316,-2.550471,-9,0,0,0
33.17962,0.059316,-2.550471,-9,0,0,0
33.19168,0.059316,-2.550471,-9,0,0,0
33.20209,0.059316,-2.550471,-9,0,0,0
33.21429,-0.059315,-2.43184,-9,0,0,0
33.22506,-0.211842,-2.262366,-9,0,0,0
33.23655,-0.41521,-2.025103,-9,0,0,0
33.2481,-0.635526,-1.703104,-9,0,0,0
33.25836,-0.889736,-1.313314,-9,0,0,0
33.26914,-1.262578,-0.720157,-9,0,0,0
33.2805,-1.770998,0.025527,-9,0,0,0
33.29123,-2.21163,0.635632,-9,0,0,0
33.30312,-2.703104,1.381315,-9,0,0,0
33.31427,-3.092893,1.991421,-9,0,0,0
33.32538,-3.397945,2.567631,-9,0,0,0
33.33694,-3.669103,3.126894,-9,0,0,0
33.34834,-3.855524,3.53363,-9,0,0,0
33.3591,-3.991103,3.85563,-9,0,0,0
33.37006,-4.041945,4.008156,-9,0,0,0
33.38057,-4.041945,4.126788,-9,0,0,0
33.3914,-4.058892,4.194577,-9,0,0,0
33.40289,-4.07584,4.279314,-9,0,0,0
33.41432,-4.092787,4.380998,-9,0,0,0
33.42499,-4.092787,4.448787,-9,0,0,0
33.436,-4.092787,4.499629,-9,0,0,0
33.44758,-4.092787,4.550472,-9,0,0,0
33.45853,-4.092787,4.601314,-9,0,0,0
33.47009,-4.109734,4.68605,-9,0,0,0
33.48182,-4.143629,4.787735,-9,0,0,0
