time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
38.78024,0.025421,-2.533524,-9,0,0,0
38.79115,0.025421,-2.533524,-9,0,0,0
38.80207,0.025421,-2.533524,-9,0,0,0
38.81286,0.025421,-2.533524,-9,0,0,0
38.82484,0.025421,-2.533524,-9,0,0,0
38.83574,0.025421,-2.533524,-9,0,0,0
38.84686,0.025421,-2.533524,-9,0,0,0
38.85776,0.025421,-2.533524,-9,0,0,0
38.86875,0.025421,-2.533524,-9,0,0,0
38.87967,0.025421,-2.533524,-9,0,0,0
38.89072,0.025421,-2.533524,-9,0,0,0
38.90221,0.025421,-2.533524,-9,0,0,0
38.91302,0.025421,-2.533524,-9,0,0,0
38.92416,0.025421,-2.533524,-9,0,0,0
38.93565,0.025421,-2.533524,-9,0,0,0
38.94723,0.025421,-2.533524,-9,0,0,0
38.95831,0.025421,-2.533524,-9,0,0,0
38.96919,0.025421,-2.533524,-9,0,0,0
38.97966,0.025421,-2.533524,-9,0,0,0
38.9907,0.025421,-2.533524,-9,0,0,0
39.00325,0.025421,-2.533524,-9,0,0,0
39.01315,0.025421,-2.533524,-9,0,0,0
39.02522,0.025421,-2.533524,-9,0,0,0
39.0359,0.025421,-2.533524,-9,0,0,0
39.0471,0.025421,-2.516577,-9,0,0,0
39.05904,0.025421,-2.448787,-9,0,0,0
39.07011,0.076263,-2.296261,-9,0,0,0
39.08139,0.161,-1.957314,-9,0,0,0
39.09233,0.262684,-1.516682,-9,0,0,0
39.103,0.347421,-0.923525,-9,0,0,0
39.11541,0.466052,-0.228683,-9,0,0,0
39.12542,0.652473,0.415316,-9,0,0,0
39.13628,0.855842,1.025421,-9,0,0,0
39.14788,1.160894,1.652473,-9,0,0,0
39.15914,1.448999,2.177842,-9,0,0,0
39.17025,1.737105,2.737104,-9,0,0,0
39.18037,1.991315,3.279419,-9,0,0,0
39.19294,2.262473,3.974261,-9,0,0,0
39.2033,2.482788,4.448787,-9,0,0,0
39.21495,2.703104,4.906365,-9,0,0,0
39.22587,2.889525,5.160576,-9,0,0,0
39.23637,3.008156,5.279208,-9,0,0,0
39.24831,3.109841,5.346997,-9,0,0,0
39.25868,3.160683,5.380892,-9,0,0,0
39.26951,3.17763,5.39784,-9,0,0,0
39.28049,3.211524,5.431735,-9,0,0,0
39.29201,3.24542,5.465629,-9,0,0,0
39.30395,3.330157,5.499524,-9,0,0,0
39.31393,3.431841,5.51647,-9,0,0,0
39.32504,3.567419,5.550365,-9,0,0,0
39.33691,3.686051,5.58426,-9,0,0,0
39.34871,3.804682,5.601207,-9,0,0,0
39.35904,3.906367,5.618155,-9,0,0,0
39.36951,3.957209,5.635102,-9,0,0,0
39.3803,4.008049,5.635102,-9,0,0,0
39.39079,4.008049,5.635102,-9,0,0,0
39.40197,4.008049,5.635102,-9,0,0,0
39.41438,4.041945,5.533418,-9,0,0,0
39.426,4.058892,5.39784,-9,0,0,0
39.43687,4.058892,5.279208,-9,0,0,0
