time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
49.31604,-0.008474,-2.279314,-9,0,0,0
49.32708,-0.008474,-2.279314,-9,0,0,0
49.33821,-0.008474,-2.279314,-9,0,0,0
49.34929,-0.008474,-2.279314,-9,0,0,0
49.36081,-0.008474,-2.313208,-9,0,0,0
49.37207,-0.008474,-2.347103,-9,0,0,0
49.38256,-0.008474,-2.347103,-9,0,0,0
49.39366,-0.008474,-2.347103,-9,0,0,0
49.40468,-0.008474,-2.347103,-9,0,0,0
49.41602,-0.008474,-2.347103,-9,0,0,0
49.42729,-0.008474,-2.347103,-9,0,0,0
49.43795,-0.008474,-2.347103,-9,0,0,0
49.44912,-0.008474,-2.347103,-9,0,0,0
49.46022,-0.008474,-2.347103,-9,0,0,0
49.47142,-0.008474,-2.347103,-9,0,0,0
49.48253,-0.008474,-2.347103,-9,0,0,0
49.49356,-0.008474,-2.347103,-9,0,0,0
49.50479,-0.008474,-2.347103,-9,0,0,0
49.51604,-0.008474,-2.347103,-9,0,0,0
49.52703,-0.008474,-2.347103,-9,0,0,0
49.53804,-0.008474,-2.347103,-9,0,0,0
49.54921,-0.008474,-2.347103,-9,0,0,0
49.56097,-0.025421,-2.330156,-9,0,0,0
49.57228,-0.093211,-2.211524,-9,0,0,0
49.5841,-0.160999,-2.058998,-9,0,0,0
49.59446,-0.245736,-1.872577,-9,0,0,0
49.60547,-0.330473,-1.635314,-9,0,0,0
49.61699,-0.466052,-1.296367,-9,0,0,0
49.62835,-0.669421,-0.838788,-9,0,0,0
49.63962,-0.99142,-0.194789,-9,0,0,0
49.65053,-1.296473,0.398369,-9,0,0,0
49.66144,-1.56763,0.957632,-9,0,0,0
49.67234,-1.770998,1.398263,-9,0,0,0
49.68352,-1.974367,1.872789,-9,0,0,0
49.69479,-2.126894,2.245631,-9,0,0,0
49.70605,-2.21163,2.516788,-9,0,0,0
49.71684,-2.228578,2.686263,-9,0,0,0
49.72808,-2.245525,2.804893,-9,0,0,0
49.73887,-2.262472,2.906578,-9,0,0,0
49.75055,-2.279419,3.008262,-9,0,0,0
49.76151,-2.296367,3.126894,-9,0,0,0
49.77305,-2.347209,3.21163,-9,0,0,0
49.78341,-2.398051,3.279419,-9,0,0,0
49.79415,-2.431946,3.347209,-9,0,0,0
49.80636,-2.499735,3.414999,-9,0,0,0
49.81643,-2.516683,3.465841,-9,0,0,0
49.82782,-2.53363,3.516683,-9,0,0,0
49.83868,-2.53363,3.567525,-9,0,0,0
49.85007,-2.53363,3.635314,-9,0,0,0
49.8611,-2.567525,3.703104,-9,0,0,0
49.87212,-2.635314,3.804788,-9,0,0,0
49.88325,-2.736998,3.906472,-9,0,0,0
49.89434,-2.838683,4.008156,-9,0,0,0
49.90526,-2.974261,4.092893,-9,0,0,0
49.91687,-3.143734,4.177629,-9,0,0,0
49.92786,-3.296261,4.24542,-9,0,0,0
49.93878,-3.431839,4.296261,-9,0,0,0
49.94999,-3.516577,4.330156,-9,0,0,0
49.96077,-3.567419,4.347104,-9,0,0,0
49.9718,-3.601313,4.36405,-9,0,0,0
49.98262,-3.601313,4.36405,-9,0,0,0
49.99416,-3.618261,4.380998,-9,0,0,0
50.00493,-3.635209,4.397945,-9,0,0,0
50.01651,-3.635209,4.414893,-9,0,0,0
50.0274,-3.652156,4.448787,-9,0,0,0
50.03849,-3.669103,4.516577,-9,0,0,0
50.04948,-3.68605,4.584366,-9,0,0,0
50.06132,-3.702997,4.669103,-9,0,0,0
