time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
28.06827,0.110158,-2.330156,-9,0,0,0
28.0793,0.110158,-2.330156,-9,0,0,0
28.09025,0.110158,-2.330156,-9,0,0,0
28.10168,0.110158,-2.330156,-9,0,0,0
28.11246,0.110158,-2.330156,-9,0,0,0
28.12431,0.110158,-2.330156,-9,0,0,0
28.1349,0.110158,-2.330156,-9,0,0,0
28.14602,0.110158,-2.330156,-9,0,0,0
28.15764,0.110158,-2.330156,-9,0,0,0
28.16855,0.110158,-2.330156,-9,0,0,0
28.17954,0.110158,-2.330156,-9,0,0,0
28.19146,0.110158,-2.330156,-9,0,0,0
28.20225,0.110158,-2.330156,-9,0,0,0
28.21239,0.110158,-2.330156,-9,0,0,0
28.22442,0.110158,-2.330156,-9,0,0,0
28.23539,0.110158,-2.330156,-9,0,0,0
28.24574,0.110158,-2.330156,-9,0,0,0
28.25693,0.110158,-2.330156,-9,0,0,0
28.26826,0.110158,-2.330156,-9,0,0,0
28.27996,0.110158,-2.330156,-9,0,0,0
28.29079,0.110158,-2.330156,-9,0,0,0
28.30157,0.110158,-2.330156,-9,0,0,0
28.31265,0.110158,-2.330156,-9,0,0,0
28.3236,0.110158,-2.330156,-9,0,0,0
28.33463,0.110158,-2.330156,-9,0,0,0
28.34665,0.110158,-2.330156,-9,0,0,0
28.35812,0.093211,-2.330156,-9,0,0,0
28.36911,0.042369,-2.313208,-9,0,0,0
28.38145,-0.093211,-2.126788,-9,0,0,0
28.39223,-0.245736,-1.889524,-9,0,0,0
28.40321,-0.466052,-1.46584,-9,0,0,0
28.41337,-0.703315,-1.008262,-9,0,0,0
28.42528,-1.093105,-0.398157,-9,0,0,0
28.43616,-1.550683,0.211948,-9,0,0,0
28.44714,-2.042156,0.822053,-9,0,0,0
28.45831,-2.53363,1.41521,-9,0,0,0
28.46914,-3.008155,1.991421,-9,0,0,0
28.48056,-3.397945,2.499841,-9,0,0,0
28.49206,-3.652156,2.974368,-9,0,0,0
28.50351,-3.821629,3.431946,-9,0,0,0
28.5132,-3.906366,3.753946,-9,0,0,0
28.52523,-3.991103,4.10984,-9,0,0,0
28.53621,-4.058892,4.36405,-9,0,0,0
28.5467,-4.126681,4.533525,-9,0,0,0
28.55833,-4.245313,4.719945,-9,0,0,0
28.56936,-4.33005,4.838577,-9,0,0,0
28.58005,-4.380892,4.923313,-9,0,0,0
28.59067,-4.380892,4.974156,-9,0,0,0
28.60232,-4.397839,4.974156,-9,0,0,0
28.61308,-4.397839,4.991103,-9,0,0,0
28.62466,-4.397839,5.024998,-9,0,0,0
28.63649,-4.414786,5.024998,-9,0,0,0
28.64697,-4.414786,5.024998,-9,0,0,0
28.6578,-4.414786,5.024998,-9,0,0,0
28.66881,-4.414786,5.024998,-9,0,0,0
28.67971,-4.414786,5.024998,-9,0,0,0
28.69053,-4.414786,5.024998,-9,0,0,0
28.70157,-4.414786,5.024998,-9,0,0,0
28.71245,-4.414786,5.024998,-9,0,0,0
28.72489,-4.414786,5.07584,-9,0,0,0
28.73629,-4.380892,5.092787,-9,0,0,0
28.74702,-4.346997,5.109735,-9,0,0,0
28.75782,-4.279208,5.109735,-9,0,0,0
