time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
63.67289,0.024487,-2.493521,-9,0,0,0
63.68437,0.024487,-2.493521,-9,0,0,0
63.69512,0.024487,-2.493521,-9,0,0,0
63.70613,0.024487,-2.493521,-9,0,0,0
63.71721,0.024487,-2.493521,-9,0,0,0
63.72827,0.024487,-2.493521,-9,0,0,0
63.73954,0.024487,-2.493521,-9,0,0,0
63.75058,0.024487,-2.493521,-9,0,0,0
63.76172,0.024487,-2.493521,-9,0,0,0
63.77276,0.024487,-2.493521,-9,0,0,0
63.78389,0.024487,-2.493521,-9,0,0,0
63.79505,0.024487,-2.493521,-9,0,0,0
63.80656,0.024487,-2.493521,-9,0,0,0
63.81728,0.024487,-2.493521,-9,0,0,0
63.82836,0.024487,-2.493521,-9,0,0,0
63.83996,0.024487,-2.493521,-9,0,0,0
63.85053,0.024487,-2.493521,-9,0,0,0
63.86167,0.024487,-2.493521,-9,0,0,0
63.87282,0.024487,-2.493521,-9,0,0,0
63.88387,0.024487,-2.493521,-9,0,0,0
63.89499,0.024487,-2.493521,-9,0,0,0
63.9061,0.024487,-2.493521,-9,0,0,0
63.91741,0.024487,-2.493521,-9,0,0,0
63.92884,0.040812,-2.395571,-9,0,0,0
63.94068,0.155086,-2.150699,-9,0,0,0
63.95198,0.399959,-1.824201,-9,0,0,0
63.9638,0.693807,-1.399755,-9,0,0,0
63.97465,0.987654,-0.942659,-9,0,0,0
63.98578,1.330476,-0.469238,-9,0,0,0
63.99675,1.640648,-0.077441,-9,0,0,0
64.00667,1.934496,0.281706,-9,0,0,0
64.01862,2.309968,0.836752,-9,0,0,0
64.02939,2.620141,1.408122,-9,0,0,0
64.04064,2.848688,1.930518,-9,0,0,0
64.05247,3.044587,2.501888,-9,0,0,0
64.06335,3.191512,2.861035,-9,0,0,0
64.07434,3.28946,3.122232,-9,0,0,0
64.0858,3.354759,3.252832,-9,0,0,0
64.09621,3.403734,3.334456,-9,0,0,0
64.10655,3.403734,3.38343,-9,0,0,0
64.11765,3.420058,3.399755,-9,0,0,0
64.12868,3.452709,3.44873,-9,0,0,0
64.14037,3.501683,3.48138,-9,0,0,0
64.1527,3.615958,3.530354,-9,0,0,0
64.16373,3.746556,3.628304,-9,0,0,0
64.17416,3.860831,3.742577,-9,0,0,0
64.18591,3.975104,3.905826,-9,0,0,0
64.19678,4.024079,4.069075,-9,0,0,0
64.20802,4.040405,4.215999,-9,0,0,0
64.21827,4.056729,4.313948,-9,0,0,0
64.22935,4.056729,4.395573,-9,0,0,0
64.24028,4.056729,4.460872,-9,0,0,0
64.25219,4.056729,4.477197,-9,0,0,0
64.26263,4.073053,4.477197,-9,0,0,0
64.27321,4.073053,4.493522,-9,0,0,0
64.28407,4.073053,4.509847,-9,0,0,0
64.29731,4.073053,4.575146,-9,0,0,0
64.30785,4.073053,4.640446,-9,0,0,0
64.31787,4.089378,4.705745,-9,0,0,0
