time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
55.77276,0.171411,-2.428221,-9,0,0,0
55.78403,0.171411,-2.428221,-9,0,0,0
55.79506,0.171411,-2.428221,-9,0,0,0
55.80614,0.171411,-2.428221,-9,0,0,0
55.81726,0.171411,-2.428221,-9,0,0,0
55.82835,0.171411,-2.428221,-9,0,0,0
55.83945,0.171411,-2.428221,-9,0,0,0
55.85061,0.171411,-2.428221,-9,0,0,0
55.86164,0.171411,-2.428221,-9,0,0,0
55.87289,0.171411,-2.428221,-9,0,0,0
55.88391,0.171411,-2.428221,-9,0,0,0
55.89505,0.171411,-2.428221,-9,0,0,0
55.9071,0.171411,-2.428221,-9,0,0,0
55.91751,0.171411,-2.428221,-9,0,0,0
55.92848,0.171411,-2.428221,-9,0,0,0
55.93949,0.171411,-2.428221,-9,0,0,0
55.95059,0.171411,-2.428221,-9,0,0,0
55.96193,0.171411,-2.428221,-9,0,0,0
55.97281,0.171411,-2.428221,-9,0,0,0
55.98394,0.171411,-2.428221,-9,0,0,0
55.99502,0.171411,-2.428221,-9,0,0,0
56.00609,0.171411,-2.428221,-9,0,0,0
56.01874,0.171411,-2.346597,-9,0,0,0
56.02908,0.187736,-2.199673,-9,0,0,0
56.041,0.285685,-1.905825,-9,0,0,0
56.05246,0.481583,-1.497704,-9,0,0,0
56.06374,0.742781,-1.007958,-9,0,0,0
56.07378,0.971329,-0.534537,-9,0,0,0
56.08586,1.248851,0.036833,-9,0,0,0
56.09711,1.510049,0.575554,-9,0,0,0
56.10848,1.754923,1.048975,-9,0,0,0
56.11904,2.04877,1.571371,-9,0,0,0
56.13031,2.391593,2.126416,-9,0,0,0
56.14148,2.734414,2.665137,-9,0,0,0
56.15157,3.011937,3.089583,-9,0,0,0
56.16357,3.28946,3.51403,-9,0,0,0
56.1739,3.452709,3.807877,-9,0,0,0
56.18562,3.583308,4.020101,-9,0,0,0
56.19691,3.648608,4.134375,-9,0,0,0
56.20685,3.664931,4.183349,-9,0,0,0
56.21904,3.664931,4.215999,-9,0,0,0
56.22838,3.664931,4.215999,-9,0,0,0
56.23954,3.664931,4.215999,-9,0,0,0
56.25107,3.664931,4.232324,-9,0,0,0
56.26236,3.681256,4.248648,-9,0,0,0
56.27286,3.681256,4.248648,-9,0,0,0
56.28394,3.681256,4.248648,-9,0,0,0
56.29509,3.681256,4.248648,-9,0,0,0
56.30615,3.681256,4.248648,-9,0,0,0
56.31726,3.681256,4.248648,-9,0,0,0
56.32838,3.681256,4.248648,-9,0,0,0
56.34033,3.697582,4.281298,-9,0,0,0
56.35109,3.697582,4.379248,-9,0,0,0
56.36399,3.681256,4.493522,-9,0,0,0
56.3747,3.648608,4.607796,-9,0,0,0
56.38506,3.615958,4.68942,-9,0,0,0
56.39586,3.599632,4.722071,-9,0,0,0
56.40665,3.583308,4.738395,-9,0,0,0
56.4178,3.583308,4.75472,-9,0,0,0
56.42836,3.583308,4.75472,-9,0,0,0
56.43977,3.583308,4.771045,-9,0,0,0
56.45066,3.583308,4.771045,-9,0,0,0
56.46177,3.583308,4.771045,-9,0,0,0
56.47298,3.583308,4.787369,-9,0,0,0
56.48516,3.615958,4.820019,-9,0,0,0
56.49575,3.648608,4.885319,-9,0,0,0
56.50797,3.697582,4.950618,-9,0,0,0
56.51788,3.730232,4.983268,-9,0,0,0
