time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
38.93598,0.106111,-2.542495,-9,0,0,0
38.94737,0.106111,-2.542495,-9,0,0,0
38.95804,0.106111,-2.542495,-9,0,0,0
38.96875,0.106111,-2.542495,-9,0,0,0
38.98067,0.106111,-2.542495,-9,0,0,0
38.99194,0.106111,-2.542495,-9,0,0,0
39.00307,0.106111,-2.542495,-9,0,0,0
39.01347,0.106111,-2.542495,-9,0,0,0
39.02526,0.106111,-2.542495,-9,0,0,0
39.03622,0.106111,-2.542495,-9,0,0,0
39.04788,0.106111,-2.542495,-9,0,0,0
39.05915,0.106111,-2.542495,-9,0,0,0
39.06994,0.106111,-2.542495,-9,0,0,0
39.08102,0.106111,-2.542495,-9,0,0,0
39.09208,0.106111,-2.542495,-9,0,0,0
39.10345,0.106111,-2.542495,-9,0,0,0
39.11508,0.106111,-2.542495,-9,0,0,0
39.12601,0.106111,-2.542495,-9,0,0,0
39.13728,0.106111,-2.542495,-9,0,0,0
39.14786,0.106111,-2.542495,-9,0,0,0
39.15949,0.106111,-2.542495,-9,0,0,0
39.17043,0.106111,-2.477196,-9,0,0,0
39.18284,0.138761,-2.313947,-9,0,0,0
39.19309,0.204061,-2.150699,-9,0,0,0
39.20581,0.318334,-1.873176,-9,0,0,0
39.21603,0.399959,-1.611978,-9,0,0,0
39.22795,0.530558,-1.236506,-9,0,0,0
39.23801,0.661157,-0.910009,-9,0,0,0
39.24982,0.84073,-0.518212,-9,0,0,0
39.26102,1.020304,-0.159065,-9,0,0,0
39.27265,1.216203,0.232732,-9,0,0,0
39.28358,1.379451,0.542904,-9,0,0,0
39.29644,1.559024,0.869402,-9,0,0,0
39.30553,1.705949,1.09795,-9,0,0,0
39.31752,1.852873,1.326498,-9,0,0,0
39.32669,1.967146,1.506071,-9,0,0,0
39.33905,2.163045,1.734619,-9,0,0,0
39.34916,2.260993,1.914193,-9,0,0,0
39.36429,2.407917,2.17539,-9,0,0,0
39.37177,2.489542,2.322314,-9,0,0,0
39.38369,2.603816,2.501888,-9,0,0,0
39.39468,2.68544,2.665137,-9,0,0,0
39.40679,2.78339,2.828385,-9,0,0,0
39.41671,2.865014,2.991634,-9,0,0,0
39.42707,2.930313,3.171208,-9,0,0,0
39.43955,2.995612,3.38343,-9,0,0,0
39.44876,3.044587,3.497705,-9,0,0,0
39.46026,3.109888,3.644628,-9,0,0,0
39.47248,3.191512,3.775228,-9,0,0,0
39.48306,3.25681,3.856852,-9,0,0,0
39.49335,3.32211,3.922151,-9,0,0,0
39.50684,3.371085,4.020101,-9,0,0,0
39.51667,3.38741,4.101725,-9,0,0,0
39.52697,3.403734,4.183349,-9,0,0,0
39.53894,3.420058,4.264973,-9,0,0,0
39.54941,3.452709,4.330273,-9,0,0,0
39.56025,3.485359,4.379248,-9,0,0,0
39.57279,3.599632,4.460872,-9,0,0,0
39.58252,3.681256,4.493522,-9,0,0,0
39.5946,3.762881,4.542497,-9,0,0,0
39.60467,3.795532,4.575146,-9,0,0,0
39.6154,3.795532,4.591471,-9,0,0,0
39.62702,3.811856,4.607796,-9,0,0,0
39.63753,3.811856,4.62412,-9,0,0,0
39.6511,3.82818,4.640446,-9,0,0,0
39.66203,3.844505,4.673095,-9,0,0,0
39.67344,3.877156,4.705745,-9,0,0,0
39.68457,3.877156,4.75472,-9,0,0,0
