time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
28.72634,0.008162,-2.395571,-9,0,0,0
28.73823,0.008162,-2.395571,-9,0,0,0
28.74827,0.008162,-2.395571,-9,0,0,0
28.75937,0.008162,-2.395571,-9,0,0,0
28.77144,0.008162,-2.395571,-9,0,0,0
28.78203,0.008162,-2.395571,-9,0,0,0
28.79301,0.008162,-2.395571,-9,0,0,0
28.80426,0.008162,-2.395571,-9,0,0,0
28.81528,0.008162,-2.395571,-9,0,0,0
28.82768,0.008162,-2.395571,-9,0,0,0
28.83814,0.008162,-2.395571,-9,0,0,0
28.84911,0.008162,-2.395571,-9,0,0,0
28.85945,0.008162,-2.395571,-9,0,0,0
28.87036,0.008162,-2.395571,-9,0,0,0
28.88208,0.008162,-2.395571,-9,0,0,0
28.89356,0.008162,-2.395571,-9,0,0,0
28.90381,0.008162,-2.395571,-9,0,0,0
28.91582,0.008162,-2.395571,-9,0,0,0
28.9273,0.008162,-2.395571,-9,0,0,0
28.93806,0.008162,-2.395571,-9,0,0,0
28.94933,0.008162,-2.395571,-9,0,0,0
28.95939,0.008162,-2.395571,-9,0,0,0
28.97068,0.008162,-2.395571,-9,0,0,0
28.98172,0.008162,-2.395571,-9,0,0,0
28.99397,0.008162,-2.395571,-9,0,0,0
29.00481,0.008162,-2.395571,-9,0,0,0
29.01576,0.008162,-2.395571,-9,0,0,0
29.02713,-0.008163,-2.395571,-9,0,0,0
29.03992,-0.073462,-2.313947,-9,0,0,0
29.04914,-0.155087,-2.167023,-9,0,0,0
29.06068,-0.33466,-1.873176,-9,0,0,0
29.07217,-0.710132,-1.301805,-9,0,0,0
29.08464,-1.167228,-0.681461,-9,0,0,0
29.09561,-1.559025,-0.14274,-9,0,0,0
29.10658,-1.950821,0.395981,-9,0,0,0
29.11629,-2.293643,0.934701,-9,0,0,0
29.12776,-2.701765,1.538721,-9,0,0,0
29.13992,-3.142537,2.208041,-9,0,0,0
29.15007,-3.469034,2.81206,-9,0,0,0
29.16061,-3.697582,3.236507,-9,0,0,0
29.17196,-3.893481,3.677279,-9,0,0,0
29.18475,-4.073054,4.134375,-9,0,0,0
29.19456,-4.219978,4.346598,-9,0,0,0
29.20475,-4.317927,4.493522,-9,0,0,0
29.21689,-4.383226,4.607796,-9,0,0,0
29.22683,-4.399551,4.640446,-9,0,0,0
29.23887,-4.415876,4.656771,-9,0,0,0
29.24809,-4.415876,4.656771,-9,0,0,0
29.26102,-4.415876,4.705745,-9,0,0,0
29.27275,-4.399551,4.722071,-9,0,0,0
29.28398,-4.383226,4.771045,-9,0,0,0
29.29543,-4.366902,4.836344,-9,0,0,0
29.30507,-4.366902,4.885319,-9,0,0,0
29.31551,-4.366902,4.950618,-9,0,0,0
29.32644,-4.366902,4.983268,-9,0,0,0
29.33829,-4.366902,5.032242,-9,0,0,0
29.3489,-4.366902,5.048567,-9,0,0,0
29.36028,-4.366902,5.097542,-9,0,0,0
29.37176,-4.350576,5.113867,-9,0,0,0
29.38203,-4.350576,5.113867,-9,0,0,0
29.39358,-4.350576,5.130191,-9,0,0,0
29.40508,-4.350576,5.130191,-9,0,0,0
29.41764,-4.334252,5.130191,-9,0,0,0
29.42809,-4.285277,5.113867,-9,0,0,0
