time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
276.4624,0,2,0,0,270,90.00001
276.4733,0,2.016579,0,0,270,90.00001
276.4845,0,2.033648,0,0,270,90.00001
276.4954,0,2.050251,0,0,270,90.00001
276.5067,0,2.067607,0,0,270,90.00001
276.518,0,2.084762,0,0,270,90.00001
276.8513,0,2.593269,0,0,270,90.00001
277.1846,0,3.101776,0,0,270,90.00001
277.5155,0,3.606531,0,0,270,90.00001
277.5222,0,3.616813,0,0,270,90.00001
277.534,0,3.634724,0,0,270,90.00001
277.5449,0,3.651289,0,0,270,90.00001
277.5562,0,3.668558,0,0,270,90.00001
277.567,0,3.685048,0,0,270,90.00001
277.5781,0,3.701974,0,0,270,90.00001
277.5893,0,3.71913,0,0,270,90.00001
277.6018,0,3.738202,0,0,270,90.00001
277.6115,0,3.753023,0,0,270,90.00001
277.6228,0,3.770149,0,0,270,90.00001
277.6337,0,3.786758,0,0,270,90.00001
277.6446,0,3.803431,0,0,270,90.00001
277.6567,0,3.821981,0,0,270,90.00001
277.6679,0,3.83899,0,0,270,90.00001
277.6791,0,3.856126,0,0,270,90.00001
277.6901,0,3.872876,0,0,270,90.00001
277.7011,0,3.889663,0,0,270,90.00001
277.7122,0,3.906579,0,0,270,90.00001
277.723,0,3.923074,0,0,270,90.00001
277.734,0,3.939818,0,0,270,90.00001
277.745,0,3.956654,0,0,270,90.00001
277.7561,0,3.973575,0,0,270,90.00001
277.7679,0,3.99148,0,0,270,90.00001
277.7781,0,4.007125,0,0,270,90.00001
277.7892,0,4.024044,0,0,270,90.00001
277.8003,0,4.04097,0,0,270,90.00001
277.8117,0,4.058362,0,0,270,90.00001
277.8227,0,4.075137,0,0,270,90.00001
277.8339,0,4.092245,0,0,270,90.00001
277.8448,0,4.108834,0,0,270,90.00001
277.8566,0,4.126807,0,0,270,90.00001
277.8676,0,4.143565,0,0,270,90.00001
277.8782,0,4.159865,0,0,270,90.00001
277.8903,0,4.178311,0,0,270,90.00001
