time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
269.4667,0,2,0,0,270,90.00001
269.4778,0,2.014377,0,0,270,90.00001
269.4909,0,2.031227,0,0,270,90.00001
269.4998,0,2.042647,0,0,270,90.00001
269.5118,0,2.058239,0,0,270,90.00001
269.523,0,2.072698,0,0,270,90.00001
269.5344,0,2.087347,0,0,270,90.00001
269.8677,0,2.517165,0,0,270,90.00001
270.2011,0,2.946984,0,0,270,90.00001
270.5344,0,3.376802,0,0,270,90.00001
270.5405,0,3.384677,0,0,270,90.00001
270.5487,0,3.39528,0,0,270,90.00001
270.5599,0,3.409668,0,0,270,90.00001
270.571,0,3.42399,0,0,270,90.00001
270.5818,0,3.437946,0,0,270,90.00001
270.5927,0,3.451997,0,0,270,90.00001
270.6039,0,3.466381,0,0,270,90.00001
270.615,0,3.480696,0,0,270,90.00001
270.6271,0,3.496307,0,0,270,90.00001
270.6372,0,3.509382,0,0,270,90.00001
270.6495,0,3.525149,0,0,270,90.00001
270.6602,0,3.539064,0,0,270,90.00001
270.671,0,3.552862,0,0,270,90.00001
270.6817,0,3.56668,0,0,270,90.00001
270.6929,0,3.581171,0,0,270,90.00001
270.7044,0,3.596006,0,0,270,90.00001
270.7155,0,3.610311,0,0,270,90.00001
270.7263,0,3.624272,0,0,270,90.00001
270.7374,0,3.638588,0,0,270,90.00001
270.7489,0,3.653347,0,0,270,90.00001
270.7595,0,3.667008,0,0,270,90.00001
270.7712,0,3.682123,0,0,270,90.00001
270.782,0,3.695997,0,0,270,90.00001
270.7932,0,3.710559,0,0,270,90.00001
270.804,0,3.724429,0,0,270,90.00001
270.8156,0,3.739303,0,0,270,90.00001
270.8265,0,3.753459,0,0,270,90.00001
270.8383,0,3.768682,0,0,270,90.00001
270.8492,0,3.782684,0,0,270,90.00001
270.8596,0,3.796126,0,0,270,90.00001
270.8711,0,3.810911,0,0,270,90.00001
270.8819,0,3.824881,0,0,270,90.00001
270.8929,0,3.839033,0,0,270,90.00001
270.9046,0,3.854127,0,0,270,90.00001
270.915,0,3.86752,0,0,270,90.00001
270.9266,0,3.882497,0,0,270,90.00001
270.9374,0,3.89641,0,0,270,90.00001
270.9486,0,3.910936,0,0,270,90.00001
270.9606,0,3.926406,0,0,270,90.00001
270.9709,0,3.939652,0,0,270,90.00001
270.9825,0,3.954595,0,0,270,90.00001
270.9933,0,3.968485,0,0,270,90.00001
271.0042,0,3.982528,0,0,270,90.00001
271.0149,0,3.996409,0,0,270,90.00001
271.0269,0,4.011817,0,0,270,90.00001
271.0386,0,4.026964,0,0,270,90.00001
271.0494,0,4.040814,0,0,270,90.00001
271.0601,0,4.054614,0,0,270,90.00001
271.0713,0,4.069023,0,0,270,90.00001
271.0824,0,4.083449,0,0,270,90.00001
271.0933,0,4.097424,0,0,270,90.00001
271.1044,0,4.11181,0,0,270,90.00001
271.1159,0,4.126563,0,0,270,90.00001
271.1263,0,4.140039,0,0,270,90.00001
271.1376,0,4.154563,0,0,270,90.00001
271.1488,0,4.168974,0,0,270,90.00001
271.1596,0,4.182939,0,0,270,90.00001
271.171,0,4.197594,0,0,270,90.00001
271.1831,0,4.213276,0,0,270,90.00001
271.1933,0,4.226409,0,0,270,90.00001
271.2046,0,4.24099,0,0,270,90.00001
