time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
290.4716,0,2,0,0,270,90.00001
290.4828,0,2.019733,0,0,270,90.00001
290.4939,0,2.039326,0,0,270,90.00001
290.5051,0,2.059117,0,0,270,90.00001
290.5161,0,2.078606,0,0,270,90.00001
290.5273,0,2.098279,0,0,270,90.00001
290.5383,0,2.117654,0,0,270,90.00001
290.5494,0,2.137279,0,0,270,90.00001
290.8828,0,2.725072,0,0,270,90.00001
291.2161,0,3.312865,0,0,270,90.00001
291.5494,0,3.900659,0,0,270,90.00001
291.881,0,4.485365,0,0,270,90.00001
291.8867,0,4.495389,0,0,270,90.00001
291.8969,0,4.513465,0,0,270,90.00001
291.908,0,4.533006,0,0,270,90.00001
291.9192,0,4.552723,0,0,270,90.00001
291.9303,0,4.572255,0,0,270,90.00001
291.9422,0,4.593231,0,0,270,90.00001
291.954,0,4.61413,0,0,270,90.00001
291.9642,0,4.632056,0,0,270,90.00001
291.9751,0,4.651357,0,0,270,90.00001
291.9861,0,4.670748,0,0,270,90.00001
291.9976,0,4.690993,0,0,270,90.00001
292.0084,0,4.710054,0,0,270,90.00001
292.0194,0,4.729515,0,0,270,90.00001
292.0302,0,4.748379,0,0,270,90.00001
292.0424,0,4.770012,0,0,270,90.00001
292.0532,0,4.789102,0,0,270,90.00001
292.0643,0,4.808537,0,0,270,90.00001
292.0753,0,4.828035,0,0,270,90.00001
292.0862,0,4.847268,0,0,270,90.00001
292.0976,0,4.867245,0,0,270,90.00001
292.1089,0,4.887266,0,0,270,90.00001
292.119,0,4.905056,0,0,270,90.00001
292.1311,0,4.926478,0,0,270,90.00001
292.1415,0,4.944764,0,0,270,90.00001
292.1533,0,4.965552,0,0,270,90.00001
292.1639,0,4.98422,0,0,270,90.00001
292.1754,0,5.0045,0,0,270,90.00001
292.1862,0,5.023671,0,0,270,90.00001
292.1974,0,5.043285,0,0,270,90.00001
292.2077,0,5.061551,0,0,270,90.00001
292.2191,0,5.081598,0,0,270,90.00001
